0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Genitive,gairme,gairmeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,gairm,gairmeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an ghairm,na gairmeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na gairme,na ngairmeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an ngairm don ghairm,leis na gairmeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
"aisghairm ‎(“revoke, repeal”)  athghairm ‎(“restoration; encore; replay; recall”)  comhairleoir gairme ‎(“vocational counsellor”)  comhghairm ‎(“convocation; to convene”)  cúirtghairm ‎(“court proclamation”)  cúlghairm ‎(“revocation”)  cumann gairme ‎(“professional association”)  forbairt ghairme ‎(“career development”)  forghairm ‎(“interpellation”)  gairmchomhairliú ‎(“vocational counseling”)",,gairm chun fianachta ‎(“calling to witness”)  gairm chun urnaí ‎(“call to prayer”)  gairmeach ‎(“vocative”)  gairm ghrianghraf ‎(“photocall”)  gairmí ‎(“professional”)  gairmiúil ‎(“vocational; professional”)  gairm na múinteoireachta ‎(“teaching profession”)  gairmoideachas ‎(“vocational education”)  gairmoiliúint ‎(“vocational training”)  gairm scoile ‎(“call for papers”),,"gairmscoil ‎(“vocational school”)  gairmthreoir ‎(“career guidance, vocational guidance”)  gairmuimhir ‎(“call number”)  gradam gairme ‎(“occupational prestige”)  oiliúint ghairme ‎(“vocational training”)  pleanáil ghairme ‎(“career planning”)  sluaghairm ‎(“slogan”)  so-aistritheacht ghairme ‎(“occupational mobility”)  sos gairme ‎(“career break”)  toghairm ‎(“summons”)",,,,,,,,,,,,,,,,,,,,,,,,
,singular,plural,relative,autonomous,,,,,,,,,,,,,,,,,,,,,,,,
first,second,third,first,second,third,,,,,,,,,,,,,,,,,,,,,,,
indicative,present,gairmim,gairmeann tú; gairmir†,"gairmeann sé, sí",gairmimid,gairmeann sibh,gairmeann siad; gairmid†,a ghairmeann; a ghairmeas /a ngairmeann*; a ngairmeas*,gairmtear,,,,,,,,,,,,,,,,,,,
past,ghairm mé; ghairmeas,ghairm tú; ghairmis,"ghairm sé, sí",ghairmeamar; ghairm muid,ghairm sibh; ghairmeabhair,ghairm siad; ghairmeadar,a ghairm /ar ghairm*,gairmeadh,,,,,,,,,,,,,,,,,,,,
past habitual,ghairminn,ghairmteá,"ghairmeadh sé, sí",ghairmimis; ghairmeadh muid,ghairmeadh sibh,ghairmidís; ghairmeadh siad,a ghairmeadh /ar ghairmeadh*,ghairmtí,,,,,,,,,,,,,,,,,,,,
future,gairmfidh mé; gairmfead,gairmfidh tú; gairmfir†,"gairmfidh sé, sí",gairmfimid; gairmfidh muid,gairmfidh sibh,gairmfidh siad; gairmfid†,a ghairmfidh; a ghairmfeas /a ngairmfidh*; a ngairmfeas*,gairmfear,,,,,,,,,,,,,,,,,,,,
conditional,ghairmfinn,ghairmfeá,"ghairmfeadh sé, sí",ghairmfimis; ghairmfeadh muid,ghairmfeadh sibh,ghairmfidís; ghairmfeadh siad,a ghairmfeadh /ar ghairmfeadh*,ghairmfí,,,,,,,,,,,,,,,,,,,,
subjunctive,present,go ngairme mé; go ngairmead†,go ngairme tú; go ngairmir†,"go ngairme sé, sí",go ngairmimid; go ngairme muid,go ngairme sibh,go ngairme siad; go ngairmid†,—,go ngairmtear,,,,,,,,,,,,,,,,,,,
past,dá ngairminn,dá ngairmteá,"dá ngairmeadh sé, sí",dá ngairmimis; dá ngairmeadh muid,dá ngairmeadh sibh,dá ngairmidís; dá ngairmeadh siad,—,dá ngairmtí,,,,,,,,,,,,,,,,,,,,
imperative,gairmim,gairm,"gairmeadh sé, sí",gairmimis,gairmigí; gairmidh†,gairmidís,—,gairmtear,,,,,,,,,,,,,,,,,,,,
verbal noun,gairm,,,,,,,,,,,,,,,,,,,,,,,,,,,
past participle,gairmthe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
gairm,ghairm,ngairm,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
