0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
past habitual,d'fhaisnéisinn /fhaisnéisinn‡,d'fhaisnéisteá /fhaisnéisteá‡,"d'fhaisnéiseadh sé, sí /fhaisnéiseadh sé, sí‡",d'fhaisnéisimis; d'fhaisnéiseadh muid /fhaisnéisimis‡; fhaisnéiseadh muid‡,d'fhaisnéiseadh sibh /fhaisnéiseadh sibh‡,d'fhaisnéisidís; d'fhaisnéiseadh siad /fhaisnéisidís‡; fhaisnéiseadh siad‡,a d'fhaisnéiseadh; ar fhaisnéiseadh*,d'fhaisnéistí /fhaisnéistí‡,,,,,,,,,,,,,,,,,,,,
future,faisnéisfidh mé; faisnéisfead,faisnéisfidh tú; faisnéisfir†,"faisnéisfidh sé, sí",faisnéisfimid; faisnéisfidh muid,faisnéisfidh sibh,faisnéisfidh siad; faisnéisfid†,a fhaisnéisfidh; a fhaisnéisfeas /a bhfaisnéisfidh*; a bhfaisnéisfeas*,faisnéisfear,,,,,,,,,,,,,,,,,,,,
conditional,d'fhaisnéisfinn /fhaisnéisfinn‡,d'fhaisnéisfeá /fhaisnéisfeá‡,"d'fhaisnéisfeadh sé, sí /fhaisnéisfeadh sé, sí‡",d'fhaisnéisfimis; d'fhaisnéisfeadh muid /fhaisnéisfimis‡; fhaisnéisfeadh muid‡,d'fhaisnéisfeadh sibh /fhaisnéisfeadh sibh‡,d'fhaisnéisfidís; d'fhaisnéisfeadh siad /fhaisnéisfidís‡; fhaisnéisfeadh siad‡,a d'fhaisnéisfeadh /ar fhaisnéisfeadh*,d'fhaisnéisfí /fhaisnéisfí‡,,,,,,,,,,,,,,,,,,,,
subjunctive,present,go bhfaisnéise mé; go bhfaisnéisead†,go bhfaisnéise tú; go bhfaisnéisir†,"go bhfaisnéise sé, sí",go bhfaisnéisimid; go bhfaisnéise muid,go bhfaisnéise sibh,go bhfaisnéise siad; go bhfaisnéisid†,—,go bhfaisnéistear,,,,,,,,,,,,,,,,,,,
past,dá bhfaisnéisinn,dá bhfaisnéisteá,"dá bhfaisnéiseadh sé, sí",dá bhfaisnéisimis; dá bhfaisnéiseadh muid,dá bhfaisnéiseadh sibh,dá bhfaisnéisidís; dá bhfaisnéiseadh siad,—,dá bhfaisnéistí,,,,,,,,,,,,,,,,,,,,
imperative,faisnéisim,faisnéis,"faisnéiseadh sé, sí",faisnéisimis,faisnéisigí; faisnéisidh†,faisnéisidís,—,faisnéistear,,,,,,,,,,,,,,,,,,,,
verbal noun,faisnéis,,,,,,,,,,,,,,,,,,,,,,,,,,,
past participle,faisnéiste,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
faisnéis,fhaisnéis,bhfaisnéis,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
